,row,col,StemTag,frac
0,6,19,281378,0.010873112448739557
1,6,19,281302,0.02053005443733669
2,6,19,281374,0.09953902570731163
3,10,21,311357,0.09791274253886421
4,11,21,311357,0.09565327930795642
5,10,20,311491,0.039164144926296766
6,10,21,311491,0.03218766100332273
7,10,20,311361,0.019336839429418686
8,10,21,311361,0.016246802476354544
9,11,20,311361,0.015305758967488684
10,11,21,311361,0.012621429384629948
11,11,20,311367,0.016031816180362323
12,11,21,311367,0.014552737310634669
13,10,20,311357,0.03695230575599113
14,11,20,311357,0.013337344963312094
15,10,21,311490,0.04938304381323938
16,8,22,331632,0.09432159948633385
17,8,22,331779,0.009646533652303566
18,5,17,261167,0.009113452373228139
19,6,19,281383,0.008986131343440399
20,7,18,281321,0.012651547393431242
21,6,18,271332,0.07160448624907507
22,6,18,271447,0.00884106729874018
23,8,20,301386,0.09178491194529134
24,9,20,301386,0.0909321962330667
25,9,21,321681,0.012063792531728089
26,9,21,321580,0.038346064572011014
27,9,22,321580,0.0022939981772578826
28,9,21,311538,0.11985253338407831
29,6,19,281334,0.05160119540284312
30,7,19,281334,0.05087622498828632
31,6,19,291717,0.024272769622743173
32,6,19,291714,0.034488574764799274
33,7,5,081091,0.07406118914523688
34,8,5,081091,0.024212542097097157
35,8,21,321728,0.02211003584953062
36,9,21,321728,0.00033481373698960844
37,9,21,321644,0.024434613946104657
38,9,21,321552,0.04246306733922935
39,10,21,321552,0.01366015944279614
40,9,21,321713,0.015529794627750162
41,9,21,321646,0.025568730636650487
42,9,21,321676,0.06628950111547147
43,9,22,321676,0.01631044624266808
44,8,21,321651,0.010442206336880698
45,9,21,321651,0.008902546707146086
46,7,22,331752,0.053717339705271566
47,8,22,331752,0.052334886991877196
48,8,22,331643,0.040975108249280696
49,8,22,331642,0.03135196251315897
50,8,22,331649,0.037158949642676325
51,8,22,331626,0.02181657364132403
52,8,22,331700,0.08405027385006346
53,7,22,331708,0.041095861879811825
54,7,21,321827,0.09518229989284334
55,7,22,321827,0.09323133037499959
56,7,22,331716,0.027479665762774764
57,8,22,331716,0.004567257527409795
58,7,21,321823,0.06706161058064589
59,7,22,321823,0.00025167208333019977
60,7,21,321817,0.03721361035744953
61,8,21,321817,0.0006772555312090373
62,7,22,331690,0.06463116640332692
63,8,22,331690,0.05423433884470698
64,7,21,321833,0.040131218841969546
65,7,22,321833,0.008287845820152961
66,8,21,321833,0.039930575807933376
67,8,22,321833,0.008087202786116802
68,8,19,291397,0.01958528304274043
69,8,20,291397,0.0011402573007859302
70,8,19,291388,0.01634787662053456
71,9,19,291388,0.005260123514883572
72,9,19,291404,0.02104207402219468
73,9,20,291404,0.0009712468245894459
74,9,19,301338,0.04491333391136207
75,9,20,301338,3.260614072571345e-05
76,9,20,301340,0.03373133521941051
77,8,20,301362,0.01565115883554374
78,9,20,301362,0.007005468069278818
79,8,20,301349,0.025147497893943663
80,9,20,301349,6.866397226354665e-05
81,8,19,301364,0.06078055246994554
82,8,20,301364,0.060257992113838824
83,9,19,301364,0.060076304019173424
84,9,20,301364,0.0595537436630667
85,6,18,271348,0.008763551821384117
86,7,18,271348,0.008695562456412276
87,7,18,271356,0.043227510907505054
88,6,18,271318,0.06526273693484268
89,7,18,271318,0.0023858777885125922
90,5,19,281480,0.009947493978763631
91,5,19,291797,0.009858810946579045
92,5,18,281575,0.043018787044512834
93,5,19,281575,0.04208356493658391
94,5,18,281585,0.024510378051312596
95,5,19,281585,0.024258549497470767
96,5,18,271535,0.010467195043077929
97,5,19,271535,0.0034837402311695153
98,4,19,281648,0.011847039611550012
99,4,19,281783,0.027333527214833606
100,4,19,281647,0.011947930470179042
101,4,18,271785,0.01562805207775569
102,4,18,271676,0.008675392279327121
103,4,18,261327,0.03670902206080726
104,5,18,261327,0.03490155837261379
105,4,18,261322,0.04171451646397813
106,5,18,261322,0.00287947637897345
107,4,17,251380,0.0335809859497303
108,2,17,241722,0.0027164599422562588
109,2,16,241683,0.005194120036726574
110,2,17,241683,0.0024048914802957716
111,2,16,241776,0.009494714599772027
112,2,17,241776,0.007487818544648293
113,2,17,241839,0.00953817211172417
114,2,17,251749,0.057077841910503045
115,2,17,251771,0.024576852189238357
116,2,17,251612,0.01073118061404956
117,2,17,251607,0.014519584377280565
118,2,17,241342,0.006394287069345253
119,1,14,211043,0.00322508092017462
120,1,14,211046,0.019081966525434247
121,1,15,211046,0.008980158524277762
122,1,14,211031,0.01449866678201946
123,0,14,211039,0.07866675797139616
124,1,14,211039,0.07845881210895694
125,2,15,221001,0.015187414040942777
126,2,15,220923,0.011580351154227947
127,2,15,220920,0.011502704065524127
128,2,12,181727,0.01517111035960825
129,3,12,181727,0.0013616136965180067
130,2,12,181620,0.02296881368970659
131,3,12,181620,0.02171784527980768
132,3,12,181625,0.02061066727138545
133,3,12,181630,0.007861654152002117
134,3,12,181600,0.009029003525596926
135,2,12,181618,0.020659175844663452
136,3,12,181618,0.009235889554933928
137,2,12,181617,0.02120829875812881
138,3,12,181617,0.020250284264288137
139,3,13,191076,0.021221057219492405
140,3,13,191143,0.007925961304528379
141,3,13,191070,0.01481181526376581
142,3,13,195350,0.02049430636004461
143,3,13,195352,0.0033543217927217103
144,3,13,195314,0.011067058490729986
145,3,13,191166,0.014351835889312728
146,3,14,201062,0.09746076851438948
147,3,13,201005,0.04821520392552991
148,3,14,201005,0.001148955868861137
149,2,13,201218,0.10391822640362837
150,2,14,201218,0.10388421649292783
151,3,13,201218,0.07271113899557967
152,3,14,201218,0.07267712908487908
153,2,13,201145,0.04717861040298169
154,2,14,201145,0.01621384570598252
155,3,13,201145,0.02353838211105776
156,3,14,201145,0.006682954001896886
157,3,13,201038,0.002940038016339179
158,3,14,201050,0.0038091307026635367
159,3,13,191136,0.007305435104342997
160,2,13,191242,0.04969278428843738
161,3,13,191242,0.03401328508209631
162,10,22,331392,0.05259211857897195
163,11,22,331392,0.005096894598381962
164,10,22,331449,0.06878517045463563
165,11,22,331449,0.00015001556815803942
166,10,22,331358,0.025711670900947708
167,11,22,331358,0.02570905089072274
168,10,22,331349,0.02454783662357775
169,11,22,331349,0.02357827502275583
170,10,22,331456,0.018321689829420586
171,11,22,331456,0.0032338571643569032
172,10,22,341152,0.03309232985341283
173,10,23,341152,0.032167726554647356
174,10,23,351228,0.07006897714738257
175,10,22,341149,0.018607218897901016
176,10,23,341149,0.01599178078790407
177,10,22,341166,0.0448312682079387
178,10,23,341166,0.03970414919068843
179,11,22,341166,0.001453776784298556
180,11,23,341166,0.001453776784298556
181,10,23,341182,0.016475045618922966
182,10,23,341162,0.01999090721200093
183,13,22,340846,0.021799882854139443
184,12,22,340817,0.13621383034488085
185,12,23,340817,0.03102068790180799
186,13,22,340817,0.06617797476700622
187,13,23,340817,0.017872450062881858
188,13,22,340872,0.1038908939684319
189,13,23,340872,0.06608793254118964
190,17,15,240082,0.020044644569509648
191,17,16,240082,0.016289719048302502
192,17,15,240173,0.02906743854928505
193,17,16,240173,0.001874230357781796
194,16,15,240109,0.05768788630164523
195,16,16,240109,0.0054937415402153845
196,17,15,240109,0.006007065441741785
197,16,12,190207,0.0508263915980989
198,15,12,190228,0.027604103164292737
199,15,11,170652,0.04489451400995047
200,15,10,170553,0.028461193853252527
201,15,11,170553,0.02637678374279245
202,16,10,170553,0.0033454063856641686
203,16,11,170553,0.0031343196777844948
204,15,11,170753,0.018999536844327543
205,16,11,170753,0.0013854427445851834
206,15,11,170729,0.03613461413900678
207,15,11,170750,0.01220719885201132
208,15,11,170849,0.043426697096466835
209,14,10,170846,0.07088320628164353
210,14,11,170846,0.0664358521437875
211,15,10,170846,0.06227399140558868
212,15,11,170846,0.0578266372679996
213,15,11,170889,0.0861026679175978
214,15,11,170844,0.018647337143906706
215,15,10,170800,0.05312325800832261
216,15,11,170800,0.02027769546341243
217,15,10,160836,0.002519668864466999
218,14,10,170960,0.12805311281801673
219,14,11,170960,0.12596367354029317
220,13,11,170961,0.10246822712676261
221,14,11,170961,1.5267218825863386e-05
222,13,9,150769,0.032230393009861205
223,13,9,140522,0.03822755243907846
224,13,9,140547,0.013290255759746508
225,13,9,150518,0.043018043776397966
226,14,9,150518,0.03718339518288703
227,13,9,140390,0.0332203490709078
228,14,9,140390,0.027187245978888146
229,14,8,130302,0.01600799110638439
230,14,8,140345,0.02673346361238188
231,14,9,140345,0.014016875539703747
232,14,9,140347,0.02260228345715802
233,14,9,140377,0.00638751099408659
234,13,8,130393,0.0462696424375703
235,13,9,130393,0.03464643692254683
236,14,8,130393,0.0074598599818058095
237,14,9,130393,0.007310141039092012
238,14,8,130289,0.06291509773087428
239,14,9,130289,0.03257588911712321
240,14,8,130288,0.038690897814136614
241,14,8,130268,0.08743439893871448
242,14,8,130286,0.03131363409010856
243,14,9,130286,0.005337702479647025
244,13,8,130338,0.0037525615001761286
245,13,8,130342,0.00997767063812751
246,13,8,130332,0.028983358960033387
247,10,8,130686,0.026733703695650566
248,11,8,130686,0.0006598492434038449
249,10,8,130650,0.016381983289905325
250,11,8,130650,0.01637995971440661
251,11,8,130600,0.026924195983916863
252,11,9,130600,0.001964216171294616
253,11,8,120592,0.016472999832757827
254,11,8,120597,0.031866989368016935
255,11,8,130583,0.006833143497816863
256,14,7,120193,0.005519503180407272
257,15,7,120193,0.0006761297762666758
258,14,7,110349,0.014951722582486098
259,14,7,110342,0.007486091400544584
260,15,7,110342,0.006971609878258751
261,14,7,110339,0.002996230158138404
262,15,7,110339,0.0003652064271159488
263,6,19,281325,0.028033687316779212
264,6,19,291641,0.02485057543414596
265,6,19,291667,0.08625018659744273
266,6,20,291667,0.05984802890508562
267,7,19,291667,0.020769943621408722
268,7,20,291667,0.01757786282457313
269,6,19,301829,0.08743840631939233
270,6,20,301829,0.08742524573972359
271,6,19,291766,0.03917109277896802
272,6,20,291766,0.016102832683671475
273,4,19,281687,0.04093023297981167
274,4,19,281765,0.03283833945204923
275,4,19,281699,0.03230650182269066
276,5,19,281525,0.010974451005597522
277,5,19,281555,0.04015563240450202
278,4,19,281675,0.035816677264179114
279,5,19,281675,0.018215281222232017
280,4,19,281582,0.04675349257666933
281,5,19,281582,0.022500663603947087
282,5,19,291856,0.05167064934261902
283,5,19,281527,0.058279124519973274
284,6,18,281316,0.09322400816172266
285,6,19,281316,0.06619857485128887
286,7,18,281316,0.027483039017661318
287,7,19,281316,0.02000200318319982
288,6,19,281323,0.027971410530130726
289,7,19,281323,2.3770950511933916e-05
290,6,18,241403,0.055333499685318636
291,6,18,271838,0.0106174735322789
292,7,18,271278,0.005303147211568157
293,7,18,272920,0.0178374362920845
294,7,18,271345,0.01763689139151513
295,6,10,151441,0.06874012092637709
296,7,10,151441,0.019290388304170864
297,7,10,151433,0.03396192404826423
298,7,10,151471,0.0328695658104665
299,7,10,151427,0.025362240312604232
300,5,10,151598,0.11391537950835798
301,6,10,151598,0.0653217481028162
302,2,14,201267,0.011781251745156521
303,2,14,210998,0.014686813949301984
304,1,14,210986,0.017547716614946366
305,2,14,210986,0.0012459337698140116
306,2,14,210974,0.03055180991509425
307,1,14,211000,0.02717222132892357
308,2,14,211000,0.025653312103039384
309,2,14,201264,0.008623956127310444
310,4,18,271614,0.04668244165222021
311,5,18,271614,0.04329197812770565
312,4,18,271657,0.051224137611789594
313,4,18,271789,0.02461326599504081
314,4,18,271653,0.049803028674613434
315,4,18,261302,0.008057367987662576
316,5,17,251329,0.014011668247254283
317,5,17,261152,0.010690148594582416
318,5,18,261152,1.9281086638672318e-05
319,5,17,261170,0.05689694654641385
320,5,17,261194,0.02859779032722566
321,5,18,261194,0.01040746451790445
322,5,17,261238,0.01154581978652293
323,5,18,261238,0.01086070266197766
324,4,17,251364,0.014627868234160128
325,4,17,251471,0.015426547027304342
326,4,17,251468,0.020239087562436957
327,4,17,251484,0.02117261480106407
328,4,17,251485,0.038971760911671746
329,2,16,241835,0.009268035820420758
330,2,17,241835,0.004094675017440627
331,2,15,221005,0.009678603758613402
332,2,15,220989,0.021742689917268753
333,2,15,220970,0.0702165743199018
334,2,15,220935,0.05666178390512032
335,2,15,220932,0.01773395750407939
336,3,13,191158,0.08407173435026646
337,1,14,201258,0.02356018970125129
338,2,14,201258,0.00647904195532413
339,1,14,211031,0.03607920153460825
340,1,14,201313,0.0284216693434537
341,3,13,201046,0.006543786589998454
342,3,14,201046,0.0006169930972670134
343,3,13,201043,0.009182848208614178
344,3,13,201053,0.007826923096831659
345,3,14,201053,0.0022404603821796552
346,3,13,191113,0.036488548192135276
347,3,13,191132,0.05502474108199617
348,2,13,191128,0.04079723111274778
349,3,13,191128,0.04067999104420766
350,2,13,191236,0.018682288394600264
351,2,13,191171,0.07174142120415952
352,3,13,191171,0.003459097834967964
353,10,18,281054,0.0301678336015261
354,11,18,281054,5.484045699449367e-07
355,10,17,027103,0.024640866927516547
356,10,17,271126,0.02200313730151754
357,10,18,271126,0.019643261890021756
358,10,17,261002,0.04314316970728536
359,10,17,260926,0.018326884461722537
360,10,17,260926,0.007112589629217248
361,10,17,261011,0.011948942753522469
362,10,17,271124,0.014895164533788427
363,10,17,2711132,0.012194647667295982
364,10,18,2711132,0.009551324983231278
365,0,8,111944,0.02590843854637987
366,2,9,141822,0.041248259796557336
367,2,10,141822,0.026801720619482064
368,2,9,131664,0.03220109962755292
369,2,9,131659,0.005802351472817759
370,7,10,151420,0.05220555570779974
371,6,10,151542,0.03504257601727508
372,6,10,161860,0.015225216699125379
373,6,11,161860,0.00018658695197998744
374,6,10,161886,0.02127073616162853
375,6,11,161886,0.01060502311780355
376,5,10,141411,0.012086744240389002
377,5,10,151617,0.09609345753450965
378,5,10,141423,0.02664149274650605
379,5,10,151613,0.0262847898636772
380,5,9,131242,0.007422690715131474
381,4,9,131234,0.02821417793031299
382,5,9,131234,0.01049518189997585
383,4,9,131235,0.06405815423046608
384,5,9,131235,0.05372310759296116
385,5,9,131197,0.03911431686910851
386,5,9,141367,0.006941413203014297
387,5,9,141364,0.012418135565264513
388,2,2,032308,0.023854206941619903
389,1,3,042568,0.018798015952341932
390,1,3,042565,0.02327331910699671
391,1,3,042569,0.026733829615935317
392,4,3,041635,0.017357383959545856
393,4,2,031633,0.060341428742933495
394,4,3,031633,0.00483844240993384
395,4,3,041772,0.006511934951584891
396,5,6,081210,0.032294870181508915
397,5,6,081270,0.050667041208343915
398,6,6,081270,0.004581570092586674
399,5,5,081267,0.016798416316383822
400,5,6,081267,0.01594671957392613
401,5,5,081370,0.005857476723989339
402,5,6,081370,0.005816880739337424
403,5,6,081369,0.008016428835360344
404,5,5,081242,0.01574207217399723
405,8,5,071245,0.021552809038971065
406,13,2,040638,0.036894699725944106
407,13,2,040652,0.054133093819046865
408,13,3,040652,0.0062663155221971975
409,13,2,040647,0.008050564489855984
410,1,11,162196,0.05587066503699676
411,2,11,162196,0.0018041606671454324
412,1,11,162183,0.0636939067593893
413,1,11,162185,0.04054688791827683
414,1,11,162169,0.007801353346389525
415,2,11,162110,0.02045589102850644
416,2,11,162143,0.020307139963859584
417,2,11,162164,0.03929545091137151
418,2,11,152250,0.06822003129163974
419,2,11,162138,0.014757320064439645
420,2,10,152207,0.026818657603507802
421,2,10,152189,0.03433578603648943
422,2,10,141941,0.013649708672817399
423,2,9,131629,0.037737822077612684
424,1,8,121633,0.029021211900018423
425,2,8,121633,0.005187285438361746
426,1,8,121681,0.037987858320768605
427,1,9,121681,0.031078027720200664
428,2,8,121681,0.021102443369625985
429,2,9,121681,0.017104276989343522
430,1,9,121679,0.010830923910451639
431,1,9,121668,0.03547429300748554
432,1,8,121669,0.05911438490347738
433,1,9,121669,0.007784971274418076
434,15,2,040125,0.0481052139986504
435,15,1,030142,0.03386352094012526
436,15,2,030142,0.023753638342094575
437,15,1,030153,0.06047779940128034
438,15,2,030153,0.004207173595895687
439,16,1,030153,0.02677162360262096
440,16,2,030153,0.0033728237044545377
441,13,3,050612,0.05385317721670334
442,12,2,040659,0.03299203024855311
443,12,3,040659,0.01640452443661628
444,13,2,040659,0.012584330858278418
445,13,3,040659,0.007781872007531652
446,13,2,040648,0.013412761104414122
447,9,2,031074,0.006274933441984765
448,9,2,031093,0.081132833991627
449,10,2,031093,0.050168233857917986
450,9,2,031074,0.02634161554352543
451,7,5,071311,0.02844786559694098
452,7,5,071297,0.056767631864798315
453,7,5,081092,0.014782232272251195
454,8,5,081092,0.00033106577456196287
455,8,5,081108,0.039493853860084555
456,8,5,071243,0.036533185063704295
457,5,5,081371,0.025357714017724065
458,5,6,081371,0.012610234829672863
459,5,5,081264,0.012256872630533749
460,14,10,160809,0.018059918501207257
461,14,11,160809,0.004343402251053764
462,16,6,100091,0.0036437719621277708
463,16,6,100092,0.012665511410890505
464,14,11,170927,0.007281290712311856
465,14,10,160958,0.0798693502901745
466,15,10,160816,0.012366535293029102
467,13,11,171064,0.024181035620870022
468,16,15,240120,0.0169589060683678
469,16,16,250074,0.19778117896030645
470,17,16,250074,0.08732490432662621
471,16,15,240101,0.004494527578883185
472,5,5,081298,0.023875303001839633
473,5,4,061581,0.008323828133538743
474,4,3,041586,0.06571035340276533
475,5,3,041586,0.06268219255358921
476,4,3,041766,0.02182005445042569
477,4,3,041771,0.013579383077247084
478,4,3,041752,0.017833455594739794
479,4,3,041711,0.024679159268411226
480,4,2,041628,0.028029578833136965
481,4,3,041628,0.027670111755722555
482,4,3,041564,0.02815271350626269
483,5,3,041564,0.020007850306320484
484,2,2,032308,0.017042960807501836
485,2,2,032111,0.01158891835650571
486,3,2,032111,0.005471104402844744
487,2,2,032573,0.03776346263102168
488,2,3,032573,0.030754835038952537
489,2,2,032138,0.0032653772853984257
490,2,2,032557,0.05717111846141161
491,2,3,032557,0.0023272331459923694
492,2,2,032534,0.012896781405219188
493,1,3,042601,0.009231215964671904
494,1,3,042600,0.044132713391937334
495,1,3,042458,0.051343071952556184
496,2,3,042458,0.0020346792482164996
497,0,1,012574,0.005824411914556679
498,0,1,012680,0.02005392675968822
499,0,1,012687,0.01744886775091621
500,0,1,012761,0.0083070317450381
501,0,1,012724,0.018306565480608345
502,12,20,300910,0.010780294616952141
503,12,20,311060,0.014418419642852356
504,12,20,300901,0.011261263173292239
505,12,20,300905,0.007821882464985391
506,11,20,300978,0.05813948217439916
507,12,20,300978,0.04976448334497298
508,14,19,300593,0.0031258056200787754
509,14,19,300570,0.00255825907214628
510,13,20,300828,0.008970307706600199
511,13,20,300823,0.013715919227293717
512,13,20,300806,0.012221374646282116
513,13,18,280672,0.0020842564877062058
514,6,9,131055,0.034977968269227014
515,7,9,131055,0.03120993148189074
516,6,9,131058,0.0027856225948476995
517,5,8,131155,0.007139007585115207
518,5,9,131155,0.0029711840168992185
519,6,8,131155,0.0038883906734649533
520,6,9,131155,0.0020272792022053366
521,6,8,131112,0.004217672929972736
522,6,9,131112,0.003644202256105106
523,12,20,300944,0.030514044522370377
524,12,20,300798,0.01712528387910052
525,13,20,300798,0.0006028502558617322
526,12,20,300797,0.02148094977273261
527,13,20,300797,0.003233787643282809
528,13,20,300793,0.0045490232157714
529,13,20,300820,0.010677367679940056
530,12,20,300802,0.012646654131144736
531,13,20,300802,0.012634412849915271
532,13,20,300833,0.019105119096285168
533,13,20,310890,0.010808657615507306
534,13,20,310894,0.0077419383165645604
535,13,20,310978,0.03276517264624709
536,13,20,310813,0.022230039386344904
537,13,20,310909,0.008419287966305571
538,13,18,280675,0.015765568204337173
539,13,18,280674,0.009483301341299143
540,13,18,280674,0.009431399143298415
541,13,18,280656,0.005379740279648276
542,13,18,280750,0.015061686854652265
543,13,18,280656,0.007543372014438093
544,5,9,131203,0.13683484254739717
545,5,9,131187,0.008835906544588606
546,5,8,131167,0.02886241194871037
547,5,9,131167,0.02807813748262188
548,6,8,131167,0.0013671025567567386
549,6,9,131167,0.0013671025567567386
550,5,9,131130,0.0573244822465046
551,6,9,131130,0.05583016101614595
552,5,9,131118,0.04570314773782003
553,6,9,131118,0.04343726297366853
